ID,comments,rating,votes
2581523286,選角好，演員也好，可惜救不了組織（貪心的劇本，破碎的銜接），過去段落的插敘基本上都可拿掉（而且好像還有淑芳阿嬤年輕時的照片？這樣不是很突兀嗎？）。不少個別群戲拋接戲味頗強；蝦捲阿嬤陳淑芳力鎮全場，有她無冷場（踩死蟑螂、佛道儀式battle特別有趣）；謝盈萱、徐若瑄、孫可芳、陳妍霏、丁寧、龍劭華皆有可觀。《飲食男女》以降的長者為老不尊路線，牽扯不言說的家族秘史（電影走至中點還出現新角色，張鈞甯飾演的送養三女兒，彩蛋般存在——或與監製徐若瑄業界人脈有關），親情、感人、幽默都捲進一點之雜燴（但有些素材又非龍蝦，只是魚漿）。同為女人戲，當李宜珊已交出《亮亮與噴子》、《手事業》這般生猛活力，不免讓人感慨《孤味》（這類由上上代前輩保駕之作）所謂溫柔細膩、綿裏藏針之技，早成另種套路，略顯老氣疲態。,2,56
2725913014,是枝裕和拍家庭戏，首先要嗅到家的气味，习惯这层气味后才能去理解人。《孤味》相反，人物浓烈的个性冲淡了家的味道，我们可以经由言语听到这个家在过去的七十年间所发生的一切，却无法透过眼睛看到这些“发生”留下的痕迹。,3,385
2737324369,不知道是不是时代的关系，觉得母亲的角色背负的太多，却愈发隐忍，而离家而去的父亲似乎只需要一包软糖就可以轻易讨好女儿们，真正离去后又值得所有人怀念，也许早放弃真是一种解脱。,4,179
2727559045,比短篇有趣、也更温和动人。东亚家庭捆绑式的代间关系，到底都需要一“死”才能破除魔咒,4,94
2725877630,观影过程并不觉得太突出，但余味很浓。,4,62
2739131773,啊签了二十年前的离婚协议书给前夫烧了去…这个情节写的太好了吧,5,354
2726823909,像孤味、消失的情人节、阳光普照这样的电影，放到大陆一样轻松过审。所以把责任推给那些看不见摸不着的是掩饰无能的最佳手段。7,4,67
2759769887,非常喜欢谢盈萱。徐若瑄还是很漂亮。主题很松绑，不求回报才是爱，但亲人是最无法这么去想与做。人生没什么原谅别人，最后都是放过自己。,4,37
2729063209,女儿间的几场戏令人联想至《海街日记》，丧父后一家的重逢与放下又与《花椒之味》异曲同工。从《多桑》到李安的三部曲，再到《父后七日》，台湾电影人对父亲形象似乎有种难以割舍的羁绊，但由丧父展开，本片却塑造了或许是近年华语电影里最成功的母亲形象。,4,40
2727867286,已是到了庙里不需要求姻缘的年纪，却要为女儿求一支平安签。已过了要用清水的月光洗脸的年岁，却仍要尝口父亲的洋软糖。灵堂里上演田调，铁盒里藏着旧情。出走几十年，厉声叫女儿不要跪，也知他绝不会没出息变成蟑螂回来。设灵堂或摆寿宴，都是对自己交代。签下迟了半生的离婚协议，阮终于是别人的了。,3,314
2725579474,可能是去年最好的台湾电影，戏里老中青三代女演员都奉献出了极棒的演出，陈淑芳的金马影后实至名归，谢盈萱也值得金马女配。戏外小年夜和姥姥妈妈姐姐一起看，姥姥说林秀英就是她，年轻时觉得做牛做马一辈子怎么可以放手，到老了姥爷去世后还是会软下心和解，每个人似乎和电影里的角色都有着奇妙的互文，戏里戏外看到女性互相理解互相扶持，真的泪目了。,5,236
2309910619,在外开房偷情还要老婆出房费；把男人的脸面当成借口拿老婆家的钱做所谓的生意；离家几十年临死前拗深情人设。母亲一直坚强隐忍给所有小孩最好的环境，结果到头来都怪母亲一直不愿意和解。故事根本上接受无能，三星给所有人的演技。,3,316
2591909617,金馬影后女配陳淑芳,5,236
2727192198,实在是有太多想吐槽的地方，一路翻着白眼看完。乍一看对那么多角色进行描写，实际上没有几个是立得住的，更别提小女儿脑抽经式的情感寄托，可能也就大姐的角色最为“正常”。加入那么多没必要的感情，让原本就不富裕的真情雪上加霜。,2,70
2579742115,怎么说呢，电影技术层面是拍得不错，就是这个故事……有种强行洗白抛妻弃子男的感觉🤷🏻‍♀️人物的矛盾和动力都处理得太理想主义化了，可以展现传统女性的家庭观世界观，但是重点偏了还是容易引起不适。我的几个泪点也都不在强行温馨催泪的那些地方，不过灵堂battle那段还是挺有意思的。,3,206
2607525497,3.5 眼淚、分數都給淑芳阿姨！明天就是金馬獎了，淑芳阿姨不得獎真的說不過去呀，最佳女主角、女配角一起奪下吧！今年的金馬獎強片都有共同的缺點就是頭重腳輕，不過能在這些電影裡聽到滿滿的台語甚是幸福。想知道更多蔡阿姨和老年陳桑的故事，雖然主角不在於姐妹情，仍想知道更多關於謝盈萱飾演的大姐的細節，但是強行洗白渣男真的看得好惱火啊。,3,140
2765085644,       被叫好的台湾新电影，剧本不错，典型的东方妇女道德剧。从美国学回的台湾青年导演之处女作，不错了！女主陈淑芳演技精湛，但是导演成全了她，也害了她。陈已经八十多岁了，偏让她演个70的母亲，三个女儿看上去像是孙女年龄，一直让观众无法相信，搞不清她们之间的关系和过去，有损观影感受。,3,75
2770237309,坦白讲，烦得要死。崩溃，看不完。把一个女人逼疯，然后说你看，你这么疯我才受不了你哦。,3,105
2575775243,雖然《孤味》是盡量作平實化處理的台灣八點檔鄉土劇＋海街女孩日記的女性家族元素（人設、性格背景），依舊改不掉台灣電影、連續劇一貫在編劇方面的毛糙、刻意與煽情，一些中間插入的橋段也欠缺說服力（多出來的「三姊」）但是幾位女演員的表現好到沒話說，飾演阿嬤的陳淑芳，演大姊的謝盈萱都很強大，今年金馬最佳女主跟女配相當有機會。,3,64
2296116686,"想看徐若瑄，无论她是否演出，只因为她唱的这首片尾曲打动了我，我一定要看这部电影。
更新，我刚刚看了下预告片和演员表，豆瓣什么意思，把徐若瑄的词条都删除了，现在大家都知道这只是一个误会，网易云音乐和QQ音乐18年就已经解禁了，为何你们一点动作都没有？！真令人震惊！",4,6
2734278029,是孤味也是人情味，大家族的女性群像。创作有受“饮食男女”的影响，但导演讲故事的方式不怎么高级，总是通过突然塞入新角色来推动叙事，让人明显看出是短片扩展出来的长片。有两件事最能体现家族仪式感：一是葬礼，二是过年。,3,29
2488503340,青春的他留给自己，后来的就归还给别人吧，有过一场纯情青春梦就够了，再会了心爱的无缘的人。最后换遗像的举动真的太触动了，哭到不行。,5,92
2726413141,7分，台味。相比预期其实略有失望，但结局那首歌还是挺好哭的。,4,34
2620396454,像《海街日记》➕《饮食男女》是一出五味杂陈、感人至深的家庭女性群像戏。陈淑芳和谢盈萱影后级别的表演自然真诚、内敛精准，值得金马的肯定，令人印象深刻。笑中带泪，电影后劲很大。,4,33
2594549528,看似平淡的故事，却是关于【爱】的各种定义，后劲好强的一部片，今年个人最佳台片。,5,82
2607563903,"跟《海街日记》甚至《花椒之味》都满不是一回事，重点竟从本应有的女性互助，偏移到为缺位的男性辩解：不负责任的父亲满腹心酸，辛劳半生的老母亲反倒成为众矢之的。戴着墨镜、若隐若现的老父，本质与《大红灯笼》里不露面的男性大家长并无二致，狡猾的是前者以衰弱的外表伪装隐性的压迫，再如《消失的情人节》一般用一盒“记忆”把过错一笔勾销。
看似是一条和解之路，以葬礼为终点解开心结：母亲签署离婚协议书，卸下貌似自我施加的枷锁，却也“主动”配合完成了自我放逐，将“母亲之位”让给无暇的“圣女”。基本的人物塑造也败笔连连，没能共情任何一个角色的困境，家庭内部的紧张关系仅靠台词传达，最后我只能为林秀英鸣不平。——可以放下，但不能原谅；因为一旦原谅，女性就将在由男性赋予的虚幻的快乐中，连愤怒的权利也失掉了。",2,48
2735409530,不着痕迹又点触持久是很见高深的。本片未见过度煽情，几处转接插叙也未过度诉诸于情绪控诉，是在一种平淡叙述中导向多年愤恨之后的人生谅解，持续绵延的张力，微妙细腻，犹有余温。这首先归功于几位女神的演技，群像化合真的超赞的！几乎是中近景固定镜头，运镜最多是缓慢摇移，非常寻味，有种隽久的人生的味道。《孤》并不亚于李安杨德昌的家庭笔触，单就构图情境就颇具匠心，尤其文本很有人文价值。（私以为，此片拿个金马最佳、陈淑芬阿姨拿个影后、谢盈萱拿个女配完全不过分）。8.1,4,14
2758261312,2021.2.20真好哭啊。比李焕英好几百倍。,5,85
2743896296,不喜欢剧情，没有责任感的渣男一生被爱，坚强的女人一生孤独！中国家庭刻画得太真实了，父母一辈子在等待孩子感激，孩子一辈子在等父母的道歉。影片的答案是出国才能解脱，出国才有选择。。。,3,74
2531548709,结尾强行洗刷父亲角色道德问题的处理有够毁，缺席者得到了编剧赋予的豁免权，几乎抹去了这个角色为家庭投下的最后一点阴影，偷换的处理方式与《谁先爱上他的》异曲同工。不过整体上还是比《谁先爱上他的》要好很多，至少没有那层浮夸的人物性格滤镜，电影的情感大多都是立足于人物的。,3,32
2750574652,破碎，老气，腐朽。佛道battle和踩蟑螂有点意思。,2,39
2727574219,《little big woman》这个名字取的真好，“得到”是一种女权，“放手”也是一种，在夫为尊、父为尊、兄为尊、子为尊的重重大山之下，解铃铛一般挣脱被动的命运。自由，来的晚了点，但始终是来了。,3,29
2770652354,母女和姐妹之间的关系其实拍得挺好的，但是这种三四五六个女人一个比一个宽容善良，一起来帮助一个不够宽容善良的女人去原谅一个根本不配被原谅的男人的戏份……我就只想冷笑一声：咱们女人之间真的大可不必“卷”到这个境界了，好吗？,3,36
2746488121,强行洗白渣男，自我感动的创作，小妹是最大败笔。,2,54
2739880618,"传统女人的一生，果然要比男人更难一点吧。男人遇到不想面对无法处理的困境，一走了之远走高飞。时间久了伤疤复原，还能重新找个红颜知己回归人生。一辈子什么也没做，去店里买一盒现成糕点，就是让子女感动泪目的父爱了。
多烂的摊子，女人都要顶着。简单一句话“靠摆摊卖虾卷养大了三个女儿培养成才，还被迫送走一个”就概括了一生。一生数不清的艰难辛苦，也就等同于一盒现成糕点。所以越是世道艰难的地方，越爱生儿子，不爱生女儿。女性暗搓搓的艰难和憋闷，哪里是几句哄哄老实人的“伟大、牺牲、坚韧”能概括的。林秀英女士如果下辈子有的选，也一定不会选择再做女人。",5,45
2726080049,强行洗白渣男三观不正剧，而且小女儿不只是傻白甜，简直是一朵巨大的白莲花，亲妈从小把你拉扯大，不说渣爹，在她心里居然还不如小三，好想打她，这种女儿令人心寒，有不如没有，还不如生块叉烧,1,251
2759230336,这部电影，我放置了很多天，才过来想要怎么写短评。怎么写都不对，所以放弃之余，我想起了黄碧云的《无爱纪》中写道的，用来形容这部电影再贴切不过，“我却要花一生的精力去忘记，去与想念与希望斗争；事情从来都不公平，我在玩一场必输的赌局，赔上一生的情动。”大概就是这样吧？！,5,55
2725491456,过去的都过去了，终于放下你了，没有不甘，只是有些思念。,5,48
2591130316,原先預期本片是台版的《海街日記》+《橫山家之味》，但也很慶幸《孤味》並沒有淪為像這番片型另類拷貝的窠臼，不過要論片中一直想帶給觀眾的「人情味」偏隔靴搔癢，沒有演員們的表演加持就跟八點檔沒兩樣，煽情的家務事；演員群的表演各自有各自出色的段落與魅力在，可是他們擺在一起演群戲特別沒感，更何況這是齣群像劇啊，好在淑芳阿姨和謝盈萱帶起了整部片的張力及生命力。,3,30
2759913996,《孤味》有着愚蠢的对白、肤浅的戏剧冲突、刻板虚假的角色和杂乱的叙事。在视觉上本片滥用了过火的广告片拍法，进一步拉低了影片的水准。这部电影的失败从片头的生日晚宴开始就被注定了。生日晚宴是一个在剧本结构上意义重大的事件，它应当树立起迥异的角色并引出角色间隐含的矛盾，可惜它没有做到任何一点。,2,21
2767310492,守了二十年名存实亡的婚姻，切不断妻对夫的哀怨情仇；缺席了二十年的父亲，砍不断女儿对父亲的感情；过继出去的女儿，心里的惦念也不曾断过。辜负了的，被辜负了的，切得掉的，砍不断的，缘分到了抑或是缘分尽了，守得住的抑或守不住的，随着尘归尘，土归土，与其原谅不如放下，一直提着的，不如放下。放下，不是为了原谅别人，而是为了原谅自己。放下，不是为了放过别人，而是为了放过自己……,5,44
2733357712,人类情感真是复杂又迷人啊…,5,35
2767215921,无聊得要死。三个女儿，两个没良心，老太太真是卑微。,3,19
2694762825,寿宴开始，葬礼贯穿，孤独的味道抽丝剥茧，从始至终。没有任何参照的家庭故事，但又很日常和真实，就像我们身边某个家庭正在发生的故事那样，也一定会给不少人带来情感的共鸣。很有日本影片的风格，情感过于细腻，温情且缓慢，但扎根在台南的土地上，又是不同于日影的亲近，就觉得它离我们很近。情感的恩怨，人生的酸甜，是一首很熟悉的歌，是一条很长远的路，是我们都要漂泊和归零。,4,17
2601401820,題材內容讓我想到海街日記，但還是有些頭重腳輕，就道德觀來看，我還是沒辦法原諒爸爸。,3,21
2549994597,hkiff.看完後大家不自覺鼓掌hhhah很出色的商業片，勾出私人回憶，繼老爸開門後給我看的哭唧唧的作品。,5,17
2728579607,台湾每年总是能出这么一两部惊艳到我的电影，我觉得「孤味」和「我这样过了一生」的内容是互文的，以一个女性的不紧不慢的人生进入故事，情感丰富又充满悲情。我恰恰不觉得这部「孤味」像很多人所说是靠众人演技雕琢出来的美，它的每一条故事线上的留白恰恰为了拼凑女性过往的人生。我非常喜欢这部电影，非常喜欢。,5,13
2777109352,想让自己努力保持共情、开放与克制来着，看完还是没忍住问一句，请问这是什么新的女德教育片吗？同样是隐匿的父亲形象，与《海街日记》相比，这部靠着女儿的回忆拼凑起的只是一个从未承担过养育责任而用一包麦芽糖编织起孱弱虚伪幻象的父亲，如果说回忆滤镜在女儿童稚时尚可加持，难以理解的是已经开始对生活有担当的女儿还戳不破幻象，甚至把矛头还指向母亲。多余的闪回插叙虽然使得父亲在影像上部分在场，但实际上在生活中他一直缺席，那结尾借由他人传递的愧疚与深情的形象不仅让我觉得虚伪，还让我感到愤怒，因为母亲连指责的权利也失去了。尤其难以接受的是剧作一厢情愿地让一个女性退场而另一个女性像笼罩着圣光一样去扮演一个深情的遗孀形象，又“爱最大”啦？可这不仅连健康的爱情书写都算不上，更别说流动的感情书写。,2,17
2610702871,有《饮食男女》珠玉在前，这部无论意识还是完成度都差得老远。,3,10
2753205281,整体设定非常《海街日记》，并融入更多东方式的隐忍，看得既觉真实又是无奈，浓缩于一部电影之内的强情节堆叠，可能颇为戏剧化，然而放眼四周，这样的悲情故事何其多啊——混合了爱憎怨，负气赌气一生，最终还是要败给死亡；熬过那么多血泪，最终还是要“和解”，不和解又待怎样，反正余生皆是孤味，其实并非“和解”，是终于放过了自己，从此她要乘兴放歌。题材在家庭片范畴算中规中矩，女儿支线的缝合还欠圆融。,3,11
2920495088,看到一个多小时，不可置信的又看了一眼都半8.1的评分，不是只要细腻生活流就能高分吧，这传达了一股怎样腐朽老套圣母又自以为是的价值观。好好的独立女性还得被死去的渣男pua一番的感觉。另外，孙可芳的演技是真差还是我实在太不喜欢这个角色了。现在看到谢盈萱都有心理阴影了，继谁先爱上他后再次贡献高分却让我扶额感慨我不懂这世界的冷门佳作。,2,15
2768926081,在日常的生活戏里，非常喜欢几个演员的表演状态，剧本完也非常的工整，把这样一个女性群像的故事拍出了东方式隐忍内敛的力量，一家人借着亲情之名互相伤害可能就是中华式亲情的传统了吧。,4,27
2731885812,似乎还是对戏剧性过于依赖了，当然这是在优秀的叙事掌控力的基础上产生的，所以仍足够好看，却冲淡甚至颠倒了作品本身对生活与时间中漫长细腻的生命沉淀的强调，变为高度代表性的虚构寓言体，很多时候，真的无需如此用力。,4,7
2731826478,最近几年台湾的影片，集体有一种中国人才有的特别气味，沉甸甸的爆发。,4,15
2577073921,就…除了若干中年女演员的脸医美味过浓、劇情實在太老土了之外 竟也没什么好特别挑剔的地方 还不错 正常台灣商業片水平 ,3,9
2766016882,"这不比《海街日记》强多了？当年封杀金马，多少人悲愤嘲讽台湾电影大势已去，但这一年年来，人家的一部部电影，不比李焕英强？为什么？十三亿大陆人比台湾人智商更低？
十年wen革已经将中国人的根砍断，新时代大谈文化复兴，却还只能唱响主旋律！拜神涉及封建迷信，做法事要宗教局审批，下一代传承的只是百年红當的奉献精神，不是上下五千年的华夏文明！！",5,22
2764087410,怎么一股大陆文艺片味,3,8
2728855121,和花椒之味很像，这种近年来和解类的影片中没觉得特别出彩。,3,13
2725834235,细细搅动的人生百味，《花椒之味》有过，《海街日记》来过，甚至是《浪漫的事》、《钢木兰》、《传闻中的七公主》、《绝世好爸》等等跨越不同地区/文化/语境的影视剧作品；《孤味》是属于这块地区的寻找，即使它未呈现太多新鲜的突破或者更有意味的到达，但意义非常。女性情谊细腻也婉转，微妙却真切；在这里享受、承受同样忍受着，个中滋味全在故事中最生动地感受到。想了下还是觉得谢盈萱的处理最棒，或许她的共演们可以再加把劲。,4,6
2727296664,"隔着一面墙，我在这边趴在床上看这部电影，我妈和她的姐妹在那边从未来几天聊到了前几十年……
隔着一张脸，左耳和左眼穿梭在《饮食男女》《一一》和《南国再见》，右耳和右眼跳跃在家庭，婚恋和家长里短……
白天因聒噪的催促而板着的脸逐渐释然
这感觉脱离了任何主义，但就是现实又魔幻
拜上帝，拜如来，拜妈祖，拜任何神仙，到头来拜的不还是一个心安理得，平平安安",4,6
2770519147,<陈家之味> <台南海街日记>。泪流不止。泪流。流。看《海街日记》时憧憬一个长泽雅美这样的姐姐，看《孤味》时想要徐若瑄做我妈。我好想念薇薇安啊。,5,2
2735065953,好闷，不喜欢看这种太过于平淡的家庭片。台湾真的很喜欢拍这种关于家庭矛盾然后讲和解的片诶。又不能说拍的不好，是我理解不了吧。觉得香港的家庭片更好。,2,8
2785388933,做炸虾卷的《孤味》就不要想着跟做满汉全席的《饮食男女》一较高下了。2020年还要看这种一个女人为男人一直付出，小孩还是白眼狼的剧情，红颜知己还是善解人意那款，这个男人是有什么好？？？妈妈受困于时代执迷不悟就算了，小女儿是抽什么风？大姐存在的意义就是发酒疯加表现“哎呀女的也有放荡不羁爱自由的啦“。喜欢陈妍霏演的小孙女。,3,21
2728324015,爸爸端上一水缸的月亮，爸爸总是能掏出好吃的糖果，爸爸在车上拿起麦克风唱歌，爸爸放浪不羁，爸爸丢下五个女人一走了之。到最后，爸爸的坏都被忘了，女人们想他念他恨他爱他，兜兜转转恩恩怨怨一辈子。,5,13
2936511691,真替这母亲不值，为了那一点廉价而虚伪的安宁。,2,18
2725529909,替白灵难过,3,5
2767867500,很感动也很有感触，我觉得这种电影超脱于现实的，它所展现的是一个有心结还能解开最后还能有一个温情结局的世界，现实中很难有，但它的意义在于能指导现实的我们，可以让我们得到反思和自我完善。,4,9
2584785620,TGHFF57- 略失望，'眾星雲集'+前輩們保駕護航，但劇作顯得有點[窠臼]和[表面]… (相較之下，短片版本更加真摯動人…)  如果對標是枝裕和/小津安二郎 對於[家庭]的描摹，真的還有很大一段路要努力…,3,9
2713728762,无论花开花谢都会留下芬香，和解不了的都会坠入江面奔流到海，希望的士后座可以容纳青春恣意的你我。,5,11
2590296701,大纲很好，演员与台词也不错，可整合在一起就是差点信服。导演还需磨砺。6.8,3,7
3137906675,回顾自己和他的一生 有过笑靥如春的时光啊 中秋晚的月亮美得心碎 还有你写的情书啊 一直都放在抽屉最显眼的位置用一个一尘不染的漂亮铁盒放妥着。然而啊 那些因为钱纠缠不清拿着刀追砍的岁月也是难过得那么刻骨铭心 没办法啊 那时候的我们 一爱就是一辈子一爱就舍不得放。我曾疑惑、惊惶又凄怆地看过那个女人 不知道自己输了什么 也不知道自己能赢得什么 最后和你共度时光的是她不是我 我曾用尽心思去找她不是真为了争口气 我只是想问问 最后时日的你 过得好不好。但我没有说出口 就像对你的爱 不再坦露出来。感情就像癌症 终究是躲不过命运 最后把金器给女儿们分一分 把你盼望已久的离婚协议书签好烧给你 我不欠你了 我把你还给你自己了。,5,3
2548577256,2020最好看的臺片。,4,15
2732813389,不明白为什么女儿对整个成长期都不出现的爸爸那么有感情，不顾虑辛辛苦苦养大她们的妈妈。离开家不出赡养费的男人还好意思被两个女人或惦念或照顾陪伴，导演也太大男了。台湾葬礼要办那么久？台南台北看上去好像就在隔壁，说来就来说去就去。大姐的老公也太自虐，不相信妻子又不签字离婚，就是要故意和上一辈做对比。演员表演的再好，受不了主题，差差差，全是给导演的,2,16
2757981007,大东亚圈的家庭问题被一股脑倒进水中煮，气味难闻，颜色难看，但滤过之后只是一杯清茶。,3,6
2730050087,人死了，一切就都洗白了。,3,12
2737036410,我不想理解它。女性就是要包容、体谅、放下，即便蔡阿姨是女主老公提出离婚后才在一起的，那之前那么多次出轨怎么死后又要原谅？无论是女主还是蔡阿姨在关系中都如此卑微，小女儿又圣母，而女主最后还是只记得男人的好，去他爹的。多一星给女主的演技而已。男人做什么都好，女人却不能理解女人，呕了。,2,26
2730948583,陈年老抹布，大过年的，来也来了，人都死了。男人，不仅不行，还会分化女性。太媚男了吧，一包糕点就能弥补缺失了十几年的父爱，一次他人口中“他是为了你”就能轻易原谅，回忆往昔，女性的精神渴求就这么廉价吗？结局阿嬷让小三替代自己去祭拜更离谱，什么妻妾成群？令人作呕。,1,90
2887324501,最传统的中国女性，把一切都掏给了家，酸甜苦辣转眼一生就过去了。离婚书一签，却连参加前夫葬礼的必要都没有。这边陈家人齐聚悼念亲人，那边林小姐独唱人生孤味。,4,27
2726435929,最喜欢的家庭片场景莫过于围坐一起，敞开心扉解开心结。人生海海永不终止，太过执着太过计较未必会有好结果，旧的东西就要丢一丢啦。,4,10
2778280374,不可置否的是，本片是架构和基于男权结构里的——丧偶式家庭、被隐形的丈夫和父亲、被传统婚姻绑架一生的女性。但仍然能从中感受到女性力量，在与这个男人纠缠一生后，与自己与家人与情敌统统释怀，坦然和洒脱留给为数不多的余生。权力倾斜中瞥见有力的动人，仿佛是世间最有余热的悲剧。陈淑芳真好啊。,3,8
2717189022,"台湾电影是人文的，香港电影是商业的，大陆电影呢？
我不晓得这是在怎样一种自由自信的社会才能把一个讲伤·逝的人文故事拍得如此真实、自然、入味、感动！
刚开始有一点联想起李安的《饮食男女》，看完发现其实完全不一样，反而人文方面的感受更让我想起了萧丽红的小说《千江有水千江月》。
还有啊，每一帧画面每一幅构图都是那么和谐那么美。台湾台湾……",5,8
2987181086,"效仿《海街日记》痕迹过重。
被一个男人羁绊住人生的女人们，已尝遍酸甜苦辣的滋（孤）味。
“苦海无边 回头是岸”多年怨恨的释怀是放下、是重生、是回（孤）味。
寡淡平缓的叙事节奏，支线也繁多烦杂，冗长无（孤）味。
龙虾、虾卷、寿司、明星咖啡馆糕点，食物麦高芬的运用和《饮食男女》类似，是百（孤）味。",2,7
2726504620,非常不喜欢整部电影的三观，非常奇怪的为了制造drama而drama，然后又要强行释怀，三个女儿只有二女儿的人物逻辑比较正常，其余所有人都好像有毛病一样。所有人的表演都看着让人非常难受，硬要跟杨德昌，是枝裕和比，真是无语。,2,17
2735055575,三代人女性主角（想到《春潮》），一段交织生与死的日常时间。如果再少一点点煽情、结尾不要闪回往事、剪辑再精简一点，会更好。,4,6
2779830909,4.5，台湾当下能祭出的最强女性群戏。祖孙三代，六位女性，被一个缺席的男人牵扯出了一场大戏。像父亲的大女儿、像母亲的二女儿、全程迷茫的小女儿，以及新新人类小孙女，和两个长辈之间擦出了太多冷幽默的火花。陈淑芳的表演非常老辣，将五味杂陈下的酸楚自知展现得淋漓尽致。谢盈萱美出了多样性，一下就搅动了这湾快隐忍成一潭死水的女性群像。台南民俗风情在煽情中起到了调剂作用，让人感受到生活的涓涓细流。,4,5
2618045144,評分與正片無關...電影呈現出臺式家庭在告別式前後的面貌，正宮與小三、姊妹鬩牆（然後和解）...都很寫實到位，俗擱有力，但正好是臺式傳統文化中我不喜歡的部份。無怪乎片中的人一致覺得「嫁到新加坡」或「去美國讀書」才不用受苦。其實受不受苦倒是其次，有更多選擇卻是實話。所以陳妍霏的角色這麼認同阿嬤令人費解，片尾正宮禪讓給小三也很超現實。如果要超現實，覺得不如拍成《父後七日》或者其他的什麼,2,10
2743355228,冲突中心父亲角色面目模糊形象矛盾到影响其他人物情感逻辑性。徐若瑄和陈妍霏真的像母女。台语歌太好听！,3,2
2735055575,三代人女性主角（想到《春潮》），一段交织生与死的日常时间。如果再少一点点煽情、结尾不要闪回往事、剪辑再精简一点，会更好。,4,6
2743355228,冲突中心父亲角色面目模糊形象矛盾到影响其他人物情感逻辑性。徐若瑄和陈妍霏真的像母女。台语歌太好听！,3,2
2618045144,評分與正片無關...電影呈現出臺式家庭在告別式前後的面貌，正宮與小三、姊妹鬩牆（然後和解）...都很寫實到位，俗擱有力，但正好是臺式傳統文化中我不喜歡的部份。無怪乎片中的人一致覺得「嫁到新加坡」或「去美國讀書」才不用受苦。其實受不受苦倒是其次，有更多選擇卻是實話。所以陳妍霏的角色這麼認同阿嬤令人費解，片尾正宮禪讓給小三也很超現實。如果要超現實，覺得不如拍成《父後七日》或者其他的什麼,2,10
